timestamp,period_start,period_end,period_code,period_count,metric_name,metric_value,symbol
2016-12-31,2016-01-01,2016-12-31,A,1,EPS,35.05,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,ROE,7.0,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,adjusted equity shares in cr,18.78,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,borrowings,0.0,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,capital work in progress,260.98,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,cash & bank,1977.16,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,cash from financing activity,-429.88,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,cash from investing activity,-533.33,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,cash from operating activity,1389.54,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,change in inventory,-16.99,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,debtor_days,17.71,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,depreciation,609.18,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,dividend amount,319.58,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,dividend_payout,48.55,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,employee cost,756.72,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,equity share capital,187.99,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,expenses,9531.689999999999,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,face value,10.0,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,interest,78.67,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,inventory,1224.63,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,inventory_turnover,8.97,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,investments,117.18,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,net block,7567.77,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,net cash flow,426.33,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,net profit,658.29,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,new bonus shares,0.0,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,no. of equity shares,188171323.0,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,operating_profit,1458.0300000000007,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,other assets,5448.01,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,other expenses,775.39,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,other income,115.13,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,other liabilities,4580.51,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,other mfr. exp,854.94,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,power and fuel,2159.91,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,price,1331.05,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,price_to_earning,37.98,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,profit before tax,885.31,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,raw material cost,1589.78,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,receivables,533.18,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,reserves,8625.44,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,sales,10989.72,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,selling and admin,3377.96,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,tax,226.89,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,total,13393.94,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,total.1,13393.94,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,working_capital,867.5,TCS
2016-12-31,2016-01-01,2016-12-31,A,1,yearly OPM,13.27,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,EPS,49.22,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,ROE,10.0,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,adjusted equity shares in cr,18.78,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,borrowings,0.0,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,capital work in progress,269.25,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,cash & bank,2728.55,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,cash from financing activity,-425.78,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,cash from investing activity,-378.64,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,cash from operating activity,1554.45,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,change in inventory,14.9,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,debtor_days,18.3,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,depreciation,643.62,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,dividend amount,488.77,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,dividend_payout,52.87,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,employee cost,821.36,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,equity share capital,187.99,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,expenses,11369.77,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,face value,10.0,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,interest,98.53,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,inventory,1404.78,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,inventory_turnover,9.46,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,investments,94.86,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,net block,7280.06,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,net cash flow,750.03,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,net profit,924.41,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,new bonus shares,0.0,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,no. of equity shares,188171323.0,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,operating_profit,1915.3599999999988,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,other assets,7201.57,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,other expenses,740.51,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,other income,136.85,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,other liabilities,5489.89,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,other mfr. exp,855.14,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,power and fuel,2716.94,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,price,1758.4,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,price_to_earning,35.73,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,profit before tax,1310.06,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,raw material cost,1980.88,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,receivables,665.97,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,reserves,9167.86,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,sales,13285.13,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,selling and admin,4269.84,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,tax,385.55,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,total,14845.74,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,total.1,14845.74,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,working_capital,1711.6799999999994,TCS
2017-12-31,2017-01-01,2017-12-31,A,1,yearly OPM,14.42,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,EPS,80.96,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,ROE,14.0,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,adjusted equity shares in cr,18.78,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,borrowings,0.0,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,capital work in progress,397.78,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,cash & bank,3096.98,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,cash from financing activity,-380.46,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,cash from investing activity,-363.53,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,cash from operating activity,1117.54,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,change in inventory,124.98,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,debtor_days,21.39,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,depreciation,603.22,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,dividend amount,263.19,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,dividend_payout,17.31,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,employee cost,883.58,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,equity share capital,187.99,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,expenses,12753.5,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,face value,10.0,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,interest,87.77,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,inventory,1679.39,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,inventory_turnover,8.81,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,investments,104.1,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,net block,7088.17,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,net cash flow,373.55,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,net profit,1520.47,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,new bonus shares,0.0,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,no. of equity shares,188171323.0,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,operating_profit,2048.120000000001,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,other assets,8465.9,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,other expenses,750.55,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,other income,152.98,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,other liabilities,5524.05,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,other mfr. exp,907.83,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,power and fuel,3000.83,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,price,1508.1,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,price_to_earning,18.63,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,profit before tax,1510.11,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,raw material cost,2457.43,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,receivables,867.37,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,reserves,10343.91,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,sales,14801.62,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,selling and admin,4878.26,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,tax,-10.51,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,total,16055.95,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,total.1,16055.95,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,working_capital,2941.8499999999995,TCS
2018-12-31,2018-01-01,2018-12-31,A,1,yearly OPM,13.84,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,EPS,73.34,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,ROE,12.0,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,adjusted equity shares in cr,18.78,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,borrowings,0.0,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,capital work in progress,445.67,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,cash & bank,4647.73,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,cash from financing activity,-374.16,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,cash from investing activity,-321.23,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,cash from operating activity,2254.71,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,change in inventory,-100.81,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,debtor_days,14.61,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,depreciation,606.44,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,dividend amount,263.19,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,dividend_payout,19.11,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,employee cost,866.11,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,equity share capital,187.99,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,expenses,13244.769999999999,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,face value,10.0,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,interest,86.27,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,inventory,1141.93,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,inventory_turnover,13.71,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,investments,116.18,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,net block,7026.73,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,net cash flow,1559.32,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,net profit,1377.41,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,new bonus shares,0.0,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,no. of equity shares,188171323.0,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,operating_profit,2412.7800000000007,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,other assets,9547.4,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,other expenses,721.86,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,other income,332.45,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,other liabilities,5592.21,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,other mfr. exp,910.9,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,power and fuel,3134.01,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,price,1445.65,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,price_to_earning,19.71,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,profit before tax,2052.52,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,raw material cost,2618.08,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,receivables,626.65,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,reserves,11355.78,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,sales,15657.55,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,selling and admin,4893.0,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,tax,674.98,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,total,17135.98,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,total.1,17135.98,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,working_capital,3955.1899999999996,TCS
2019-12-31,2019-01-01,2019-12-31,A,1,yearly OPM,15.41,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,EPS,76.15,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,ROE,11.0,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,adjusted equity shares in cr,18.78,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,borrowings,102.48,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,capital work in progress,548.11,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,cash & bank,6005.7,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,cash from financing activity,-327.36,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,cash from investing activity,-535.0,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,cash from operating activity,2219.19,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,change in inventory,-142.41,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,debtor_days,11.95,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,depreciation,638.84,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,dividend amount,263.19,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,dividend_payout,18.4,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,employee cost,841.21,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,equity share capital,187.99,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,expenses,11430.869999999999,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,face value,10.0,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,interest,57.08,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,inventory,901.27,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,inventory_turnover,15.3,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,investments,129.27,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,net block,6694.44,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,net cash flow,1356.83,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,net profit,1430.18,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,new bonus shares,0.0,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,no. of equity shares,188171323.0,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,operating_profit,2355.1100000000006,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,other assets,10828.41,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,other expenses,735.47,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,other income,49.66,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,other liabilities,5398.62,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,other mfr. exp,728.95,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,power and fuel,2574.65,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,price,1617.65,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,price_to_earning,21.24,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,profit before tax,1708.85,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,raw material cost,2370.1,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,receivables,451.41,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,reserves,12511.14,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,sales,13785.98,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,selling and admin,4038.08,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,tax,278.59,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,total,18200.23,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,total.1,18200.23,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,working_capital,5429.79,TCS
2020-12-31,2020-01-01,2020-12-31,A,1,yearly OPM,17.08,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,EPS,99.2,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,ROE,13.0,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,adjusted equity shares in cr,18.78,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,borrowings,125.58,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,capital work in progress,1216.39,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,cash & bank,7522.4,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,cash from financing activity,-330.52,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,cash from investing activity,-987.74,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,cash from operating activity,2835.49,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,change in inventory,174.25,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,debtor_days,10.45,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,depreciation,600.68,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,dividend amount,1090.34,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,dividend_payout,58.53,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,employee cost,836.16,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,equity share capital,187.99,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,expenses,13153.59,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,face value,10.0,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,interest,54.62,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,inventory,1273.91,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,inventory_turnover,12.68,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,investments,149.55,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,net block,6749.75,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,net cash flow,1517.23,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,net profit,1862.99,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,new bonus shares,0.0,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,no. of equity shares,188171323.0,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,operating_profit,2998.08,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,other assets,12923.15,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,other expenses,544.14,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,other income,163.6,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,other liabilities,6604.43,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,other mfr. exp,836.17,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,power and fuel,3364.77,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,price,2215.75,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,price_to_earning,22.34,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,profit before tax,2506.38,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,raw material cost,3040.76,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,receivables,462.26,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,reserves,14120.84,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,sales,16151.67,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,selling and admin,4705.84,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,tax,643.28,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,total,21038.84,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,total.1,21038.84,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,working_capital,6318.719999999999,TCS
2021-12-31,2021-01-01,2021-12-31,A,1,yearly OPM,18.56,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,EPS,47.13,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,ROE,6.0,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,adjusted equity shares in cr,18.78,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,borrowings,153.04,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,capital work in progress,1684.0,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,cash & bank,414.71,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,cash from financing activity,-1237.71,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,cash from investing activity,-4637.17,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,cash from operating activity,-1235.08,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,change in inventory,193.19,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,debtor_days,14.29,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,depreciation,841.32,TCS
2023-03-31,2023-06-01,2023-03-31,Q,1,depreciation,176.75,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,dividend amount,173.89,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,dividend_payout,19.65,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,employee cost,1036.2,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,equity share capital,187.99,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,expenses,20285.25,TCS
2023-03-31,2023-06-01,2023-03-31,Q,1,expenses,4322.39,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,face value,10.0,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,interest,77.28,TCS
2023-03-31,2023-06-01,2023-03-31,Q,1,interest,15.24,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,inventory,1624.2,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,inventory_turnover,13.67,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,investments,163.31,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,net block,7511.89,TCS
2023-03-31,2022-04-01,2023-03-31,A,1,net cash flow,-7109.96,TCS
